TPL_names,invasion.status.2022,bg_num,chklst_prov_num,wcup_eco_use_AF,wcup_eco_use_EU,wcup_eco_use_FU,wcup_eco_use_GS,wcup_eco_use_HF,wcup_eco_use_IF,wcup_eco_use_MA,wcup_eco_use_ME,wcup_eco_use_PO,wcup_eco_use_SU,wcup_eco_use_num,hab_suit_mean,X1,X2,X3,X4,X5,X6,X7,X8,X9,no.NativeRange.level03,lf_short.herb,lf_long.herb,lf_woody,prop_type.seed.v2,prop_type.veg.v2,prop_type.both.v2,max.height.new2023,pd.mean.to_native,pd.min.to_native,pd.wmean.to_native
Senna sophera,1,6,8,0,1,0,0,1,0,0,1,0,0,3,0.182,0,0,0,0,0,0,1,1,0,19,0,0,1,1,0,0,3,249.1043812,52.044745,46.373
Anoda cristata,0,1,2,0,1,0,0,0,0,0,1,0,0,2,0.252,0,0,0,0,0,0,1,1,0,32,0,1,0,1,0,0,1.5,251.926636,76.722266,46.954
Argyranthemum frutescens,0,8,10,0,1,0,0,0,0,0,0,0,0,1,0.202,0,1,0,0,1,0,0,1,0,3,0,0,1,1,1,1,0.9,228.9757763,9.351293,42.71
Consolida ajacis,0,10,13,0,1,0,0,0,0,0,1,0,0,2,0.249,1,0,1,1,0,0,0,0,0,25,1,0,0,1,0,0,1.8,260.280461,14.669094,48.673
Anredera vesicaria,0,2,2,0,1,0,0,0,0,0,1,0,0,2,0.154,0,0,0,0,0,0,1,1,0,28,0,1,0,1,1,1,10,252.6784807,79.030766,47.087
Lepidium didymum,1,6,5,1,0,0,1,1,0,0,1,0,0,4,0.255,0,0,0,0,0,0,0,1,1,14,0,1,0,1,0,0,0.7,250.8826241,8.7938,46.68
Caesalpinia pulcherrima,0,12,10,0,1,0,1,1,0,1,1,1,0,6,0.202,0,0,0,0,0,0,1,1,0,5,0,0,1,1,1,1,6,249.0770546,46.141881,46.367
Ipomoea cairica,1,8,8,1,1,0,0,0,0,1,1,1,0,5,0.175,0,1,1,1,0,0,1,1,0,77,0,1,0,1,1,1,5,238.5311765,16.42898,44.641
Lablab purpureus,0,16,26,1,1,0,1,1,0,1,1,1,0,7,0.221,0,1,0,1,0,0,0,0,0,34,0,1,0,1,1,1,10,246.9352765,30.089549,45.931
Malvastrum americanum,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.124,0,0,0,0,0,0,1,1,0,39,0,0,1,1,0,0,3,251.7615841,19.120643,46.925
Macroptilium lathyroides,1,3,2,1,1,0,1,1,0,0,1,1,0,6,0.146,0,0,0,0,0,0,1,1,0,43,0,1,0,1,0,0,3,246.9340048,17.808244,45.931
Pachyrhizus erosus,0,14,15,1,1,0,1,1,0,1,1,1,0,7,0.115,0,0,0,0,0,0,1,1,0,12,0,1,0,1,1,1,1.2,246.9277244,32.687912,45.928
Lepidium campestre,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.227,1,0,1,0,0,0,0,0,0,30,1,0,0,1,0,0,1,250.8835891,10.180586,46.68
Acacia farnesiana,0,15,11,1,1,1,1,1,1,1,1,0,0,8,0.221,0,0,0,0,1,0,1,1,0,48,0,0,1,1,1,1,10.058,249.0383698,51.021436,46.359
Acacia senegal,0,4,3,1,1,1,1,1,1,1,1,1,1,10,0.097,0,1,1,1,0,0,0,0,0,37,0,0,1,1,0,0,13,249.0371422,13.889246,46.359
Drymaria cordata,0,10,8,1,1,0,1,1,0,1,1,0,1,7,0.182,0,1,0,0,0,0,1,1,0,57,0,0,1,1,1,1,0.9,251.836058,38.565215,46.904
Stachytarpheta jamaicensis,1,5,5,1,1,0,1,1,0,1,1,0,1,7,0.136,0,0,0,0,0,0,1,1,0,34,0,0,1,1,0,0,2,232.0629656,51.707991,43.622
Ormocarpum cochinchinense,0,0,0,0,1,0,0,1,0,1,1,1,0,5,0.121,0,0,1,1,0,1,0,0,0,15,0,0,1,1,0,0,3,247.880015,73.659896,46.134
Plectranthus amboinicus,0,6,7,1,1,0,1,1,1,1,1,0,1,8,0.148,0,1,1,1,0,0,0,0,0,9,0,0,1,0,1,0,1.5,230.6085684,10.808692,43.384
Gibasis pellucida,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0.259,0,0,0,0,0,0,1,1,0,8,0,0,1,1,1,1,1,264.6412147,47.934553,49.156
Physalis viscosa,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.199,0,0,0,0,0,0,1,1,0,15,0,1,0,1,1,1,0.8,238.658633,15.03231,44.656
Alternanthera philoxeroides,1,15,13,1,1,0,0,0,0,0,1,0,0,3,0.228,0,0,0,0,0,0,0,1,0,17,0,1,0,0,1,0,1.2,251.6972438,37.736921,46.868
Eichhornia crassipes,1,20,16,1,1,1,1,1,0,1,1,0,0,7,0.261,0,0,0,0,0,0,0,1,0,17,0,1,0,1,1,1,2,264.7637751,18.279778,49.188
Magnolia stellata,0,6,7,0,1,0,0,0,0,0,1,0,1,3,0.159,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,7.925,273.8371799,111.053494,51.049
Aster subulatus,0,7,7,0,0,0,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,1,1,0,34,1,0,0,1,0,0,1.5,229.0828823,2.038282,42.747
Desmanthus illinoensis,0,0,1,0,1,0,0,0,0,1,1,0,0,3,0.21,0,0,0,0,0,0,1,0,0,29,0,0,1,1,0,0,1.8,249.0464744,57.63089,46.361
Oxybaphus nyctagineus,0,1,1,0,0,0,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,1,0,0,52,0,1,0,1,0,0,0.9,252.6323938,5.899299,47.078
Echinocystis lobata,1,0,1,0,1,0,0,0,0,0,1,0,0,2,0.209,0,0,0,0,0,0,1,0,0,47,0,1,0,1,0,0,8,251.0339698,37.318512,46.833
Leucospora multifida,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,1,0,0,23,1,0,0,1,0,0,0.2,232.7806875,71.610003,43.739
Senna fruticosa,0,1,1,0,0,0,0,0,0,1,1,0,0,2,0.122,0,0,0,0,0,0,1,1,0,6,0,0,1,1,0,0,6,249.1043802,52.044744,46.373
Stemodia verticillata,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0.157,0,0,0,0,0,0,1,1,0,29,1,0,0,1,0,0,0.15,232.7768224,64.303011,43.738
Sesbania herbacea,0,0,1,0,1,0,0,0,0,1,0,1,0,3,0.247,0,0,0,0,0,0,1,1,0,30,0,0,1,1,0,0,4,247.0168556,8.42128,45.967
Mecardonia procumbens,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0.223,0,0,0,0,0,0,1,1,0,39,0,1,0,1,0,0,0.4,232.7987401,102.320532,43.744
Eruca vesicaria,0,1,3,1,0,1,1,1,0,1,1,1,0,7,0.305,1,1,1,1,0,0,0,0,0,44,1,0,0,1,0,0,1.3,250.9212907,45.148419,46.691
Desmodium intortum,0,0,1,1,1,1,0,0,0,0,1,0,0,4,0.133,0,0,0,0,0,0,1,1,0,23,0,0,1,1,1,1,3,246.8457919,16.030261,45.906
Armeria maritima,0,2,2,0,1,0,0,0,0,0,1,0,0,2,0.168,1,0,1,0,0,0,1,0,0,23,0,0,1,1,1,1,0.6,252.4799097,59.187559,47.024
Eutrema japonicum,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0.191,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0.75,250.8996076,18.054598,46.686
Alternanthera brasiliana,0,6,8,0,1,0,0,0,0,0,1,0,0,2,0.108,0,0,0,0,0,0,1,1,0,30,0,0,1,1,1,1,1.8,251.6972438,37.736921,46.868
Amaranthus tuberculatus,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0.285,0,0,0,0,0,0,1,0,0,25,1,0,0,1,0,0,3,251.7056096,9.02271,46.869
Symphyotrichum subulatum var. parviflorum,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,0,0,0,1,1,0,24,1,0,0,1,0,0,1.5,229.0828813,2.038281,42.747
Buchloe dactyloides,0,5,5,1,1,0,0,0,0,0,1,0,0,3,0.309,0,0,0,0,0,0,1,0,0,27,0,1,0,1,0,0,0.6,256.1332727,24.575967,47.224
Iva xanthiifolia,1,0,4,0,0,0,0,0,0,0,1,0,0,1,0.12,1,0,1,0,0,0,1,0,0,49,0,1,0,1,0,0,2,232.694932,90.519268,43.451
Micranthemum micranthemoides,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,0.15,232.7957159,97.238496,43.743
Tetragonia tetragonioides,1,5,8,1,1,0,1,1,0,0,1,1,0,6,0.188,0,0,1,1,1,1,0,0,0,15,0,0,1,1,1,1,1.4,252.6749165,135.777904,47.087
Cyclospermum leptophyllum,1,3,3,1,1,0,0,0,0,0,1,0,0,3,0.249,0,0,0,0,0,0,1,1,0,28,1,0,0,1,0,0,0.7,237.8888797,26.761094,44.521
Elodea nuttallii,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,1,0,0,44,0,0,1,0,1,0,3,272.2851101,48.517903,50.653
Grindelia squarrosa,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0.273,0,0,0,0,0,0,1,0,0,47,0,0,1,1,0,0,1,229.0829036,2.68326,42.747
Atriplex canescens,0,2,10,1,1,0,0,0,0,0,1,1,0,4,0.204,0,0,0,0,0,0,1,0,0,23,0,0,1,1,1,1,2.4,251.5881542,3.079178,46.838
Dysphania pumilio,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.231,0,0,0,0,1,0,0,0,0,7,1,0,0,1,0,0,0.8,251.6202753,19.81476,46.847
Axonopus fissifolius,0,1,2,1,1,0,0,0,0,0,1,0,0,3,0.212,0,0,0,0,0,0,1,1,0,43,0,1,0,1,1,1,0.65,256.090594,19.855063,47.217
Cleoserrata speciosa,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0.185,0,0,0,0,0,0,1,1,0,17,1,0,0,1,0,0,1.5,251.3847674,60.183367,46.791
Bryophyllum daigremontianum,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0.177,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2.5,254.7838276,27.6567453,47.529
Alternanthera bettzickiana,0,11,8,0,1,0,0,0,0,0,1,0,0,2,NA,0,0,0,0,0,0,0,1,0,11,0,1,0,0,1,0,0.5,251.6972428,37.73692,46.868
Sesbania cannabina,1,16,19,1,1,1,0,1,0,1,1,0,0,6,0.132,0,0,0,1,1,0,0,0,0,10,1,0,0,1,0,0,3.5,247.0165775,0.009854,45.967
Stachytarpheta cayennensis,1,0,1,0,1,0,0,1,0,1,1,0,1,5,0.117,0,0,0,0,0,0,1,1,0,36,0,0,1,1,0,0,2.5,232.0629656,51.707991,43.622
Tradescantia pallida,0,16,11,0,1,0,0,0,0,0,1,0,0,2,0.258,0,0,0,0,0,0,1,0,0,5,0,0,1,0,1,0,0.45,264.6412147,47.934553,49.156
Alysicarpus ovalifolius,0,2,2,0,0,0,0,0,0,0,1,0,0,1,0.123,0,1,1,1,0,0,0,0,0,38,0,1,0,1,0,0,0.6,246.8451658,9.72722,45.906
Lantana montevidensis,1,9,8,0,1,0,0,0,0,0,1,1,0,3,0.234,0,0,0,0,0,0,0,1,0,9,0,0,1,1,1,1,1,232.0615848,30.825617,43.621
Ageratina adenophora,1,3,2,0,1,0,0,0,0,0,1,1,0,3,0.168,0,0,0,0,0,0,1,0,0,5,0,0,1,1,1,1,2.2,229.5078056,16.681915,42.827
Desmodium tortuosum,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0.193,0,0,0,0,0,0,1,1,0,36,0,0,1,1,0,0,3,246.8457919,16.030261,45.906
Acmella uliginosa,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0.107,0,0,0,0,0,0,0,1,0,18,1,0,0,1,0,0,0.5,229.5172505,1.473778,42.829
Axonopus compressus,1,4,4,1,1,0,0,0,0,0,1,0,0,3,0.18,0,0,0,0,0,0,1,1,0,51,0,1,0,1,0,0,0.63,256.090594,19.855063,47.217
Desmodium scorpiurus,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.138,0,0,0,0,0,0,1,1,0,36,0,1,0,1,0,0,0.8,246.8457919,16.030261,45.906
Eleutheranthera ruderalis,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.107,0,0,0,0,0,0,0,1,0,30,1,0,0,1,0,0,1,232.694932,90.519268,43.451
Pilea nummulariifolia,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0.147,0,0,0,0,0,0,0,1,0,16,0,1,0,1,1,1,0.45,248.6654113,18.933948,46.294
Bacopa repens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0,0,0,0,0,0,1,1,0,24,0,1,0,1,1,1,0.2,232.7794151,28.899267,43.739
Anredera cordifolia,1,11,11,0,1,0,0,1,0,0,1,0,0,3,0.194,0,0,0,0,0,0,0,1,0,11,0,1,0,0,1,0,6,252.6784817,79.030767,47.087
Amaranthus capensis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0.03,251.7058927,17.615882,46.869
Fatsia japonica,0,19,14,0,1,0,0,0,0,1,0,0,0,2,0.222,0,0,1,0,0,0,0,0,0,3,0,0,1,1,1,1,6,238.8879821,4.997208,44.685
Physalis virginiana var. sonorae,0,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,1,0.6,238.658633,15.03231,44.656
Myriophyllum aquaticum,1,8,8,0,1,0,0,1,0,0,0,0,0,2,0.244,0,0,0,0,0,0,0,1,0,18,0,1,0,1,1,1,2,255.5335904,29.7347248,47.643
Furcraea foetida,0,11,7,0,1,1,0,0,0,1,1,0,0,4,0.136,0,0,0,0,0,0,0,1,0,10,0,0,1,0,1,0,12,264.3544412,34.425699,49.151
Hygrophila stricta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,4,0,1,0,0,1,0,0.15,231.6156863,7.53287,43.553
Senna septemtrionalis,0,10,9,0,1,0,0,1,0,1,1,1,0,5,0.12,0,0,0,0,0,0,1,1,0,12,0,0,1,1,1,1,6.5,249.1043812,52.044745,46.373
Paraderris elliptica,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,1,0,0,0,0,0,21,0,0,1,1,0,0,10,249.9041165,84.763337,46.535
Bacopa caroliniana,0,4,5,0,0,0,0,0,0,0,1,0,0,1,0.14,0,0,0,0,0,0,1,1,0,12,0,1,0,1,1,1,0.6,232.7794141,28.899266,43.739
Sesbania sesban var. bicolor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,8,247.0176821,33.452959,45.967
Symphyotrichum pilosum,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.161,0,0,0,0,0,0,1,0,0,42,0,1,0,1,1,1,1.5,229.0828339,0.574936,42.746
Gnaphalium coarctatum,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.12,0,0,0,0,0,0,1,1,0,21,1,0,0,1,0,0,0.6,229.3808171,6.459703,42.803
Tanacetum parthenifolium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,1,0,1,0,0,0,0,0,0,19,0,1,0,1,0,0,0.6,228.971642,4.423807,42.709
Acacia auriculiformis,0,8,5,1,1,1,1,1,0,1,1,0,1,8,0.114,0,0,0,1,1,0,0,0,0,4,0,0,1,1,0,0,35,249.0352254,19.343535,46.358
Abutilon sonorae,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,7,0,0,1,NA,NA,NA,1.82,251.757572,19.82881,46.924
Cabomba caroliniana,1,3,4,0,1,0,0,0,0,0,1,0,0,2,0.204,0,0,0,0,0,0,1,1,0,38,0,0,1,1,1,1,2,280.9944699,93.34543,52.348
Tephrosia candida,1,4,5,1,1,0,0,1,0,0,1,1,0,5,0.159,0,0,0,1,0,0,0,0,0,5,0,0,1,1,0,0,3.5,247.0731788,8.152532,45.969
Alternanthera paronychioides,1,7,6,0,0,0,0,0,0,0,1,0,0,1,0.21,0,0,0,0,0,0,1,1,0,33,0,1,0,1,0,0,0.8,251.6972438,37.736921,46.868
Oxalis triangularis,1,11,10,0,0,0,0,0,0,0,0,0,0,0,0.237,0,1,0,0,0,0,0,1,0,11,0,1,0,1,1,1,0.3,253.2113373,45.669318,47.187
Utricularia tricolor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,1,0,11,0,1,0,1,1,1,0.1,231.955855,57.739552,43.603
Euphorbia prostrata,1,4,4,0,0,0,0,1,0,1,1,1,1,5,0.29,0,0,0,0,0,0,1,1,0,55,0,1,0,1,1,1,0.3,251.8184848,12.25765801,46.92
Oxalis bowiei,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0.247,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0.3,253.2113363,45.669317,47.187
Solanum capsicoides,1,5,5,0,1,0,1,1,0,1,1,1,0,6,0.214,0,0,0,0,0,0,0,1,0,7,0,0,1,1,0,0,2,238.6549438,14.152038,44.654
Solanum seaforthianum,0,7,6,0,1,0,0,0,0,1,1,1,0,4,0.137,0,0,0,1,0,0,1,1,0,25,0,1,0,1,1,1,6,238.6570376,13.79561,44.654
Pachira aquatica,0,16,11,0,1,0,1,1,0,1,1,0,1,6,0.107,0,0,0,0,0,0,1,1,0,22,0,0,1,1,1,1,25,251.7801922,26.638081,46.928
Spermacoce alata,1,3,3,0,0,0,0,0,0,0,1,0,0,1,0.277,0,0,0,0,0,0,1,1,0,28,0,0,1,1,1,1,1,235.8339838,12.7249,44.172
Spermacoce prostrata,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.161,0,0,0,0,0,0,1,1,0,38,0,1,0,1,0,0,0.65,235.8339838,12.7249,44.172
Brunfelsia brasiliensis,0,17,11,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,1,0,4,0,0,1,1,0,0,2,238.74088,73.811985,44.678
Centrosema pubescens,1,2,2,1,1,0,0,0,0,0,1,0,0,3,0.1,0,0,0,0,0,0,1,1,0,29,0,1,0,1,0,0,0.45,247.173382,76.444011,45.988
Crassocephalum crepidioides,1,13,10,1,0,0,0,1,0,1,1,0,1,5,0.277,0,1,0,0,0,0,0,0,0,25,1,0,0,1,1,1,1.5,229.125282,12.217301,42.766
Solanum wrightii,0,3,3,0,1,0,1,0,0,1,0,0,0,3,0.121,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,12,238.654738,14.097434,44.654
Crotalaria trichotoma,1,7,6,1,1,0,0,1,0,1,1,1,0,6,0.168,0,1,0,1,0,0,0,1,0,5,0,0,1,1,0,0,3,247.7997253,18.409968,46.112
Tephrosia noctiflora,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0.123,0,1,0,1,0,0,0,1,0,11,0,1,0,1,0,0,1.5,247.0735566,14.362684,45.969
Thunbergia alata,0,10,9,1,1,0,1,1,0,1,1,1,0,7,0.16,0,1,0,0,0,0,0,0,0,29,0,1,0,1,1,1,2.4,231.8001726,18.092514,43.581
Alternanthera reineckii,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,1,0,10,0,1,0,0,1,0,0.6,251.6972428,37.73692,46.868
Sedum mexicanum,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0,0,1,1,0,3,0,1,0,0,1,0,0.3,254.5906298,0.568702945,47.498
Sonneratia apetala,1,3,3,0,0,0,0,0,0,1,1,0,0,2,NA,0,0,0,1,0,0,0,0,0,5,0,0,1,1,0,0,20,253.8355652,0.098468,47.29
Salvia coccinea,1,9,10,1,1,0,0,0,0,0,1,1,0,4,0.261,0,0,0,0,0,0,1,1,0,32,0,0,1,1,1,1,2,230.6002828,32.857736,43.381
Justicia gendarussa,0,13,12,0,1,0,0,1,0,0,1,1,1,5,0.144,0,0,0,1,0,0,0,0,0,16,0,0,1,1,0,0,1.5,231.6572543,18.480382,43.559
Mimosa diplotricha,1,3,4,1,1,0,0,0,0,0,1,0,0,3,0.15,0,0,0,0,0,0,1,1,0,27,0,0,1,1,0,0,5,249.0431547,48.335186,46.36
Acanthospermum hispidum,1,1,1,1,0,0,0,1,0,1,1,0,0,4,0.177,0,0,0,0,0,0,0,1,0,28,0,1,0,1,1,1,1.3,229.514791,19.326901,42.828
Ambrosia psilostachya,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.375,0,0,0,0,0,0,1,0,0,54,0,1,0,1,0,0,2,229.5178316,10.246099,42.829
Bidens subalternans,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0.185,0,0,0,0,1,0,0,1,0,10,0,0,1,1,0,0,2,229.5158134,10.030392,42.828
Cleome rutidosperma,1,0,0,0,0,0,1,1,0,0,1,0,0,3,0.174,0,1,0,0,0,0,0,0,0,24,0,1,0,1,0,0,1,251.3847662,60.165335,46.791
Erigeron karvinskianus,0,0,1,1,0,0,0,0,0,0,1,0,0,2,0.231,0,1,0,0,0,0,1,1,0,14,1,0,0,1,1,1,1,229.072212,1.569866,42.745
Nuphar japonica,0,4,4,0,0,0,0,0,0,0,1,0,0,1,0.18,0,0,1,0,0,0,0,0,0,4,0,1,0,1,1,1,0.1,280.9807338,23.827149,52.343
Oxalis debilis var. corymbosa,0,22,15,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,0,0,0,0,1,0,15,0,1,0,1,1,1,0.4,253.2113363,45.669317,47.187
Passiflora adenopoda,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0.131,0,0,0,0,0,0,1,1,0,16,0,1,0,1,1,1,15,252.2852909,27.467569,47.013
Tarlmounia elliptica,0,4,4,0,0,0,0,0,0,0,1,0,0,1,NA,0,0,0,1,0,0,0,0,0,5,0,0,1,1,1,1,4.7,230.1785132,23.754813,42.97
Acmella brachyglossa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114,0,0,0,0,0,0,1,1,0,20,1,0,0,1,0,0,0.3,229.5172515,1.473779,42.829
Cosmos bipinnatus,1,16,15,0,1,0,0,0,0,1,1,0,0,3,0.331,0,0,0,0,0,0,1,0,0,5,1,0,0,1,0,0,2.5,229.5165354,12.453309,42.828
Cosmos sulphureus,1,13,13,0,1,0,0,0,0,1,1,0,0,3,0.326,0,0,0,0,0,0,1,1,0,12,1,0,0,1,0,0,2,229.5165354,12.453309,42.828
Dahlia pinnata,0,22,19,0,1,0,1,1,0,1,1,0,0,5,0.304,0,0,0,0,0,0,1,0,0,4,0,1,0,1,1,1,1.5,229.5191138,21.119261,42.829
Galinsoga parviflora,1,9,9,1,1,0,1,1,0,0,1,1,0,6,0.305,0,0,0,0,0,0,1,1,0,31,1,0,0,1,0,0,1,229.5145018,16.411605,42.828
Lagascea mollis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,0,0,1,1,0,28,0,1,0,1,1,1,1,229.5180817,14.044104,42.829
Nicotiana longiflora,0,1,2,0,1,0,1,0,0,0,1,0,0,3,0.233,0,0,0,0,0,0,0,1,0,7,0,1,0,1,1,1,1.4,238.7112866,59.825419,44.67
Oenothera tetraptera,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0.207,0,0,0,0,0,0,1,1,0,14,0,1,0,1,0,0,0.5,253.7687882,36.167,47.261
Pectis prostrata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,1,1,0,26,1,0,0,1,0,0,0.3,229.5144614,25.758891,42.829
Solanum elaeagnifolium,1,0,1,0,0,0,0,0,0,0,1,1,0,2,0.216,0,0,0,0,1,0,1,1,0,42,0,0,1,1,1,1,1,238.6534593,9.26253,44.654
Hydrocotyle leucocephala,0,2,2,0,1,0,0,0,0,0,1,0,0,2,0.136,0,0,0,0,0,0,1,1,1,24,0,1,0,0,1,0,0.3,239.1118126,25.592764,44.723
Bougainvillea glabra,0,18,12,0,1,0,0,0,0,1,1,0,0,3,0.193,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,6,252.6469815,66.889622,47.081
Aegilops tauschii,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0.388,1,0,1,1,0,0,0,0,0,14,1,0,0,1,1,1,0.6,255.4189741,11.527693,47.069
Manihot esculenta,0,14,13,1,1,1,1,1,1,1,1,1,1,10,0.126,0,0,0,0,0,0,0,1,0,13,0,0,1,0,1,0,7,251.9861594,94.118539,46.954
Ranunculus sardous,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.177,1,1,1,0,0,0,0,0,0,34,0,1,0,1,1,1,0.6,260.4445748,0.68662,48.674
Chenopodium giganteum,0,4,6,0,1,0,1,1,0,1,0,0,0,4,0.315,0,0,1,1,0,0,0,0,0,6,1,0,0,1,0,0,3,251.589104,1.774104,46.838
Solanum erianthum,1,8,6,0,1,0,1,1,0,1,1,1,0,6,0.177,0,0,0,0,0,0,1,1,0,25,0,0,1,1,1,1,10,238.6579603,25.028272,44.655
Acacia mearnsii,1,9,7,1,1,1,0,1,1,1,1,0,0,7,0.159,0,0,0,0,1,0,0,0,0,4,0,0,1,1,1,1,25,249.0357139,24.269077,46.359
Euphorbia milii,0,23,15,0,1,0,0,0,0,0,1,1,0,3,0.163,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2.4,251.8214087,22.98435,46.921
Calopogonium mucunoides,1,2,3,1,1,0,0,1,0,0,1,0,0,4,0.213,0,0,0,0,0,0,1,1,0,33,0,1,0,1,0,0,5,246.9277244,32.687912,45.928
Gaura mollis,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,1,0,0,29,1,0,0,1,0,0,3.6,253.7687892,36.167001,47.261
Solanum rostratum,1,1,1,1,1,0,0,0,1,0,1,0,0,4,0.329,0,0,1,0,0,0,1,0,0,29,1,0,0,1,0,0,1,238.654738,14.097434,44.654
Solanum viarum,1,0,2,0,0,0,1,0,0,0,1,0,0,2,0.26,0,0,0,0,0,0,0,1,0,11,0,0,1,1,0,0,2,238.6549438,14.152038,44.654
Crotalaria lanceolata,1,0,0,1,1,0,0,0,0,0,1,0,0,3,0.187,0,1,0,0,0,0,0,0,0,10,0,0,1,1,0,0,2,247.7997253,18.409968,46.112
Utricularia livida,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0.148,0,1,0,0,0,0,1,0,0,26,0,1,0,1,1,1,0.15,231.9557831,54.490652,43.602
Petunia hybrida,0,3,2,0,1,0,0,0,0,0,0,0,0,1,0.221,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.6,238.740879,73.811984,44.678
Gaura lindheimeri,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0.216,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,1,1.5,253.7687882,36.167,47.261
Taraxacum campylodes,1,3,3,1,1,0,1,1,1,1,1,0,0,7,0.151,1,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,3,229.7518643,1.504314,42.895
Eucalyptus exserta,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,1,0,0,0,0,2,0,0,1,1,1,1,25,253.7385652,71.986783,47.297
Phytolacca thyrsiflora,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,1,0,15,0,1,0,1,1,1,1.5,252.6596925,22.949532,47.082
Ranunculus marginatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213,1,0,1,0,0,0,0,0,0,9,0,1,0,NA,NA,NA,0.16,260.4452278,9.134612,48.674
